1	1	1	1	8.46292	0.243462	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	8.44818	0.251553	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	8.56759	0.241943	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	8.45582	0.253997	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	8.42544	0.254042	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	8.23962	0.24916	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.93286	0.188391	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.84073	0.159858	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.61269	0.155818	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.54016	0.159641	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.50815	0.0953827	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.3426	0.0345312	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.20598	0.00492725	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.05406	-0.0533413	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.74585	-0.143185	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.84972	-0.258748	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.66966	-0.346668	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.64329	-0.462604	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.60862	-0.557035	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.56029	-0.650892	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.40696	-0.842921	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.45805	-1.05268	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.38626	-1.15695	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.25499	-1.25007	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.43125	-1.48148	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.36328	-1.65656	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.3228	-1.81431	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.24641	-1.95075	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.31851	-2.10969	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.34644	-2.23829	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.32593	-2.40018	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.34927	-2.55175	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.43125	-2.71878	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.43257	-2.84245	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.46536	-3.00452	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.44119	-3.14955	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.52249	-3.32007	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.5453	-3.45745	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.6358	-3.59197	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.76011	-3.75457	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.83625	-3.92723	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.85997	-4.05805	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.86943	-4.18507	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	6.94332	-4.34473	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.05156	-4.49706	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.04099	-4.55018	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.10252	-4.67934	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.14735	-4.86125	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.31379	-5.05204	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.30424	-5.15404	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.29446	-5.23429	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.44737	-5.45308	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.63082	-5.61863	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.64356	-5.66706	2.11614e-038	8.99836e-039	0	3.0268e-043
1	1	1	1	7.60376	-5.74774	2.11614e-038	8.99836e-039	0	3.0268e-043
